erakond,message
reform,
reform,"Reinu kinnitusel on kultuuripoliitika arengusuundadest kavas koostöös kultuurivaldkonna esindajatega kujundada dokument, millest saaks valitsusele juhis kultuuripoliitika elluviimiseks."
reform,"Jürgen leiab, et Christine Lagarde on kaheldamatult väga võimekas ja särav kandidaat IMF-i juhiks."
reform,"Laine Randjärv valiti täna Eesti Võimlemisliidu presidendiks.

Laine sõnul ei kaalunud ta pikalt, kui talle tehti ettepanek alaliidu presidendiks kandideerida, sest spordi ja liikumisharrastuse laiem levik aitab kindlustada terve ja tugeva Eesti tulevikku. 

Palju õnne!"
reform,"Õnne teab, et kui 2009. aastal oli lasteaedade investeeringuteks veel 55 miljonit krooni, siis täna on linnaeelarves sellel kohal auk. Investeeringuteks on ette nähtud 127 000 eurot, kuid see on saastekvootide müügist saadud raha ja linna oma panus väikestesse linnakodanikesse on 0 eurot."
reform,Urmas Paeti sõnul toetas Eesti küberkuritegevuse vastase konventsiooni vastuvõtmist algusest peale ning ka sellele järgnenud aastatel on jätkanud küberkuritegevusevastase võitluse toetamist.
reform,
reform,"Täna kl 14 algava Reporteritunni persooniks on värske justiitsminister Kristen Michal. Juttu tuleb kuritegevusest ja õigusemõistmisest, Eesti seadusloome kvaliteedist ja stabiilsusest, aga ka riigilõivudest ja kohtuametnike palkadest. Kindlasti räägitakse ka õigusest ja õiglusest. Küsitleb Lauri Hussar. "
reform,"Täna kogunenud Reformierakonna juhatus nimetas ametisse uue peasekretäri, kelleks sai Martin Kukk."
reform,Koalitsioonileping allkirjastatakse esmaspäeval kell 14 Toompea lossi Valges saalis
reform,
reform,Homme kell 11.00 koguneb Reformierakonna juhatus. Seal sõnastame täpsemad läbirääkimiste positsioonid ning moodustame läbirääkimiste meeskonna.
reform,"Tänane Vikerraadio valimisdebatt on teemal elu võimalikkusest maal. Kell 14.05. 

Meid esindab Peep Aru. Saadet juhib Sulev Valner ja debatti kommenteerib Kaur Lass, kes on firma OÜ Head regionaalse arengu ja planeeringute ekspert. Kordus täna kell 19.05."
reform,Delfi tervishoiuteemalises väitluses kaitses Reformierakonna seisukohti Hanno Pevkur.
reform,
reform,
reform,"Ei ole vahet, kas minna valima ja keda valida? On küll - sellest sõltub Eesti tulevik!"
reform,"Delfi eelvalimised ""Vali näpud soojaks"" on poliitiline mäng, kus saavad kaasa lüüa vaid Facebook´i kontot omavad inimesed - valigem siis näpud soojaks!"
reform,Siin ka link ristküsitlusele. Taavi argumendid on väga tugevad :)
reform,"Välisminister Urmas Paet rääkis täna riigikogus, et Eesti julgeolek 21. sajandi hakul on tagatud kindlamini kui kunagi varem, kuid samas tuleb muutusteks kogu aeg valmis olla."
reform,
reform,"Kristen räägib TV3-le, mida välireklaamiga pärast mahavõtmist tehakse. "
reform,"Hoolitsemine meie majanduse, perede, eakate ja riigi eest on Reformierakonna neli kõige tähtsamat väljakutset järgmisel neljal aastal."
reform,
reform,
reform,"2011. aasta riigieelarves on kõigi aegade suurim investeeringute hulk, mis tehtud Eesti elu edendamiseks - tervelt 16 miljardit krooni! Oluline on ka see, et riigikogul õnnestus tõsta toimetulekupiiri 1200 kroonini kuus, mille tulemusel paraneb oluliselt majanduslikesse raskustesse sattunud perede igapäevane toimetulek."
reform,Uus-Meremaal elab 1 400 Eesti juurtega inimest. Ka 2007. aastal jõustunud noorte lühiajaline töötamise ja puhkamise kokkulepe ehk working-holiday viisa on eestlaste hulgas väga populaarne - seda on riikide tundmaõppimiseks juba 69 korral kasutatud.
reform,"Euroseire uuringu andmeil toetas novembris eurole üleminekut 54 protsenti Eesti elanikest, võrreldes oktoobriga on toetus viie protsendipunkti võrra tõusnud."
reform,Fotod: Ruth Maria Roosi. Fotode autoriõigus kuulub Reformierakonnale ja nende kasutamiseks tuleb Reformierakonnalt luba küsida.
reform,"Palju õnne Sulle, Urmas :) Oled seda tiitlit igati väärt!"
reform,Täna kell 14:05 on Vikerraadio lainepikkusel taas võimalik terve tunni kuulata peaminister Andrus Ansipit. Sama saate kordus algab kell 19:05.
reform,"Selgus, et meie Europarlamendi veebikampaania “Tee ise valimisreklaam” sai ühe asemel kaks auhinda :)

Reformierakonna projekt, mis sai poliitilise nakkusturunduse kategoorias kuldmedali, võitis lisaks hõbemedali tulemusliku e-turunduse kategoorias (Marketing Efectiveness)."
reform,"Loodetavasti vähemalt sel korral võtab linnavalitsus nii meid kui kunstnikke, disainereid ja arhitekte kuulda. Et Tallinn ikka vääriks kultuuripealinna nime."
reform,"Jürgen kinnitab, et eelarve koostamise motiiv on alati olnud mitte rahaühik, vaid riigi tervis ja tulevik. Ent euro on väärtuslik boonus."
reform,"Järjekordne tõestus sellest, et praegune Keskerakondlik linnavalitsus ei tule linna majandamisega toime. Kahju, et selle kõige pärast peavad kannatama lapsed ja noored."
reform,Üks väga armas portreteering peaminister Ansipist.
reform,"Tallinna linnavalitsus peaks olema teadlik, et järgmise aasta 1.jaanuarist kaotatakse müügi- ja paadimaks kohalike maksude loetelust. Tallinna eelarvesse nendest tulude planeerimine tähendab teadlikku bluffi. Linnavolikogule esitatud eelarve on kiiruga tehtud käkerdis, mida Reformierakond kindlasti toetada ei saa."
reform,Oleme sel aastal oma liikmeskonda väga jõudsalt suurendanud. Laienemine jätkub-meie 8500. liige on Jõhvi vallavanem Tauno Võhmar.
reform,"Eesti rahva suur toetus Reformierakonnale ja IRLile on Eesti rahva suur toetus iseenda tehtud pingutustele. On hea meel, et inimesed hindavad valitsuse tööd. Meie hindame kõigi eestimaalaste panust -ilma selleta oleksid Eesti väljapaistvad edusammud võimatud."
reform,"Pühapäeval Kuku raadio eetris mitu meie inimest - kell 12-13 räägib Erik Salumäe saates ""Vanamehed kolmandalt"" Ülle Madise ja Vootele Hanseniga uuest perekonnaõiguse seadusest ja kella 13st on ""Kukul Külas"" Kristen Michal. Kuulake kõik ja kindlasti!"
reform,http://haridus.reform.ee lehel käib elav arutelu meie poolt diskuteerimiseks välja käidud hariduse jätkuva reformimise kava ümber. Ütle sõna sekka!
reform,"Registreeritud töötuse langus jätkub jõudsalt. Kui 
aprilli alguses oli see veel 14,6%, siis tänaseks on langenud 13,1%le. 
Riigi abimeetmega on sel aastal tööd leidnud 7500 inimest."
reform,"Sotsiaalminister Hanno Pevkur tähistab lastekaitsepäeva Jõhvis, osaledes Jõhvi hooldushaigla puuetega inimeste rehabilitatsioonikeskuse ja töötukassa uue büroo avamisel ning Jõhvi IV mängude festivalil „Kogu elu on mäng“."
reform,http://www.facebook.com/reformierakond?v=app_4949752878&ref=ts
reform,"Jõudsime koos IRLi ja rohelistega kokkuleppele valimisaastate vähendamise reformis. Usume, et parlamendis on veel erakondi, kes reformikavaga liituvad. Piisava toetuse korral saaks põhiseadusparandused jõustada 
kiireloomulisena juba selle Riigikogu ametiajal."
reform,"Väga hea meel on uudise üle, et eestlaste iive on juba teist aastat järjest positiivne. Kindlasti on seda toetanud ka vanemahüvitis, mis annab Eesti peredele laste saamiseks vajaliku kindlustunde."
reform,"Valdo Randpere sõnul peavad Tallinnale paadimaksu maksma ka teiste Eesti omavalitsuste elanikud, kes on paadi soetanud liisinguga."
reform,"Iga mõistlik eestlane on 1.mail Eestimaa eri paigus  toimuvatel talgutel tööd tegemas, mitte Toompeal tühikargamas."
reform,"Täna õhtul Foorumis teemaks NATO välisministrite kohtumine Tallinnas. Stuudios on Urmas Paet, Marko Mihkelson, Andres Kasekamp  ja Maria Mälksoo."
reform,Holsmer: Keskerakond tahab pensionide vähendamist: http://bit.ly/8Z1ZGO
reform,"BNS-i Gruppi kuuluva ETA Monitooringu  andmetel mainis kirjutav ajakirjandus märtsis poliitikutest enim Ansipit  (781 uudist ja artiklit), järgnevad Ilves (669), Savisaar (526), Lang (433), Ligi (420),  Pevkur (331), Paet (320)."
reform,"Kokkulepe pensioniea tõstmiseks olemas. Tore, et opositsioon sai lõpuks aru, et viljatu obstruktsioon ei muuda Eesti demograafilist tegelikkust: http://bit.ly/dsCIoB"
reform,Peaminister Andrus Ansip tegi kestvusrekordi. Palju õnne! http://www.delfi.ee/news/paevauudised/eesti/peaminister-andrus-ansip-tegi-kestvusrekordi.d?id=29628961&l=fplead
reform,Peaminister Andrus Ansipi Eesti Vabariigi aastapäevakõne Tartus Vanemuise kontserdimajas 23. veebruaril 2010
reform,Tallinn peaks USA saatkonna ees oma vale pärast vabandama: http://bit.ly/bAbb8w
reform,"Tõnis  Kõiv täna õhtul kell 20.00 ETV 2 saates Vandekohus. Saates uuritakse, kes tarvitab ja miks  tarvitatakse Eestis alkoholi ja kuidas saab selle sõltuvusega võidelda nii  isiklikul kui ka ühiskondlikul tasandil? Saatejuhid Viktoria Ladõnskaja ja Ilja  Nartov."
reform,Me me ei usu Jäppineni sõnu http://www.reform.ee/et/reformierakond/Pressiruum/Pressiteated/2035/reformierakond-me-ei-usu-jappineni-sonu
reform,
reform,Jälgi Reformierakonda nüüd ka Twitteris!
reform,Riigikogu Reformierakonna fraktsiooni koosolekul valiti ühehäälselt fraktsiooni esimeheks endine Reformierakonna fraktsiooni aseesimees Peep Aru. Fraktsiooni aseesimeesteks valiti Rain Rosimannus. Aseesimehena jätkab ka Rein Aidma.
reform,"Meie ees on lihtne valik kas valida Euroopasse tegijad või pidurdajad.
Vaatame välispoliitilist kogemust:
Reformierakond Eesti suurim Euroopa poliitika kogemus! Keskerakond ainult sõpruslepe Putiniga!"
reform,TÄNA kell 21.30 Kanal2s peaminister Andrus Ansipi pöördumine
sotsdem,"Loe sotside kodulehelt sotsiaaldemokraadist Tallinna linnavoliniku Anto Liivati  mõtteid pealinna võimumängude kohta.

Uuri lähemalt!"
sotsdem,"Võimas töö: Jevgeni Ossinovski ja Eesti eestvedamisel andis Euroopa rohelise tule nii lähetatud töötajate direktiivile, sotsiaalsambale kui sotsiaalkindlustussüsteemide koordinaatsioonimäärusele. Loe lähemalt: https://goo.gl/zFxvZL"
sotsdem,"👉 Aleksei Turovskil on Sulle sõnum! 👈

Vaata, mõtle kaasa ning jaga seda videot sõpradega! #sotsid"
sotsdem,Endine kohtunik Helve Särgava jagab sotsiaaldemokraatide väärtusi! ❤️
sotsdem,"E-valimised on alanud! ✌️

Kultuuriminister Indrek Saar tegi oma valiku juba ära! Mine tee ka sina! 

Valida saad siin: https://eh.valimised.ee/ 🌍"
sotsdem,"Täna tähistame rahvusvahelist eakate päeva! ❤️ #sotsid

Ilusat päeva!"
sotsdem,"Sotside kindel soov on teha lõpp Tallinna võimumonopolile. Jah, meie eesmärk teha Tallinnas õige pööre. Aga olgu täna, siin ja praegu üks asi veelkord selgelt välja öeldud: oma maailmavaatega me ei kauple. #sotsid"
sotsdem,"👉 Täna teame, et oleme õigel teel! 👈

#Sotsid on tulevikuerakond! ✌️"
sotsdem,"Andrei Hvostovi meelest võiks Dovlatovi mälestusmärk kahe kultuuri tihedate sidemete sümboliks saada ning tema tänuväärse ideega liitusid ka teised sotsidest Eesti kirjanikud Karl Martin Sinijärv, Maimu Berg ja Kadri Kõusaar."
sotsdem,"Marju taas siin. Täna pärastlõunal oli mul au kuulata ettekandeid ning juhatada arutelu professorite ja akadeemikute vahel teemal millised on Eurooplaste väärtused ning kuidas on suhtumised religiooni ja võrdõigustesse muutunud viimase 20. aasta jooksul. 

Sotsioloogia konverents on siiani äärmiselt huviäratav ning informeeriv olnud. Ootan põnevusega juba järgnevaid ettekandeid."
sotsdem,"Nagu ütlevad laulusõnad – kaunim linn on Eestis Tartu, Emajõe kalda peal. 

Nii hakkas ka minu hommik nagu alati suviti just siin väikese jooksu ja karge suplusega.

Täna tüürin mina, Heljo Pikhof, sotside Facebooki! Püsige lainel! 🙏"
sotsdem,Nõmmel pandi täna üles sotside linnapeakandidaadi Rainer Vakra reklaami.
sotsdem,"Tallinn vajab uusi ja ausaid juhte, Tallinn vajab õiget pööret. Meie oleme valmis. #sotsid"
sotsdem,"Peasekretär tüürib! Täna toimetab sotside Facebooki erakonna peasekretär Kristen Kanarik.

Tööpäev algas ikka nagu kord ja kohus - väikese nõupidamisega, kust sünnivad suured mõtted. ✌️"
sotsdem,"Tähelepanuväärne seriaal tõsiseltvõetavate stsenaristide sulest on tulekul! Paljudel minu põlvkonna inimestel on oma lugu 1990ndatest, mis tuleks ära kirjutada. Ise olin vaba ajakirjanduse alguse juures. Kõik oli kuidagi lihtne, jõuline ja ehe siis. Pankuritel hoidsime silma peal.

Täna toimetab sotside Facebooki riigikogulane Barbi Pilvre."
sotsdem,"Arvo Pärt õppis Rakvere Muusikakoolis. Täna saavad Rakvere lapsed õppida kolmes erinevas muusikakoolis, lisaks valida mitmete tantsu- ja kunstikoolide ning ringide vahel. Rakveres on huviharidus korraldatud nii, et see on kõigile soovijatele kättesaadav, sest vähekindlustatud perekondade lastel katab linn õppemaksu.  Loovus, kultuur ja haridus on selle linna rahvale olulised. Aastakümneid on  Rakveres oodatud  oma kultuurikeskust. Tänaseks on linn ära ostnud endise Pauluse kiriku, et see renoveerida Arvo Pärdi  kontserdimajaks ja kultuurikeskuseks. Rahvusvahelise arhitektuurikonkursi võidutöö «Tin¬tin’na:buli»  elluviimine on sotside prioriteet Rakveres."
sotsdem,"Täna on Madis Roodla ja Rapla sotsid vallutanud sotside lehe. Rindereporter kajastab täna Troonide mängu Paide vallimäelt, kus arutelude survele on juba linnusemüürid alla andnud.

Tõotab tulla värskendav päev paljude huvitavate aruteludega."
sotsdem,"Tänane teine postitus tuleb otse fotostuudiost! Paneme kohalikega valimisteks vaimu valmis ning jäädvustame valimisfotosid. 📸📸📸

Juba varsti saab Viljandi sotsiaaldemokraatidele tänaval kaasa elada. #sotsid

Sotside Facebooki on täna üle võtnud Viljandi sotsiaaldemokraadid Juhan-Mart Salumäe juhtimisel. 👍"
sotsdem,"Täna startisid Elva linnast juba kaheksandat korda koolijuhid rattaretkele, mille eesmärk on ratastel sõita koolist koolini ja teel tutvuda ka paikkonna kultuuri ja muu elu-oluga. Kohtumisel koolijuhtidega rääkisin Elva linna hariduselust ja haldusreformist. Mul oli hea meel rääkida meie gümnaasiumi kodanikukaitsesuuna õppest, õpilasstipendiumitest, õpilaskorteritest, sellest, et meie kool tegeleb tublisti digiõppega ning sügisest alustab tööd HEV-koordinaator (HEV- hariduslikud erivajadused). Elva linna kaasava eelarve põhimõtted on kandunud üle kooli, kus õpilased saavad ise otsustada, mida teha 1000 euroga. Hetkel käivad gümnaasiumihoones rekonstrueerimistööd ning lähiajal algab ujulaga spordihoone ehitus. 
Elva vallas saab olema 8 kooli ning tulenevalt ühinemislepingust haridusvõrk järgneval neljal aastal ei muutu. Plaanitakse luua hariduskogu, kus koolijuhid saavad kogemusi vahetada ja koostööd korraldada. Säilitatakse võimalus jätkata pooleliolevat haridusteed kaugõppe vormis. Luuakse kompetentsikeskus erivajadustega laste toetamiseks ja vajadusel perenõustamiseks. 
Toredat rattaretke Eesti koolijuhtidele!"
sotsdem,"Olen täna peatoimetaja! Edastan uudiseid Setomaalt. Ja neid jätkub. Hommikune tiir kasvuhoonesse lõi meeled erksaks, seal toimuv rõõmustas. Kurgid paisuvad, basiilik laotab oma hurmavat aroomi ja mis kõige uhkem- tomatid hakkavad punaseks minema. Eilsest Seto Kuningriigis tatsamisest on tallaalused veel valusad. Teen kohvi, loen eilsed lehed läbi ja siis tegutsema. Rõõmsat pühapäeva!"
sotsdem,"Sebimist täis päeva lõpetan oma tütre Laura Marii seltsis, paremat kaaslast on keeruline leida 😀😍"
sotsdem,"Mis on toidujulgeolek? Sotsiaaldemokraat Ivari Padar selgitab!

Loe meie kodulehelt lähemalt!"
sotsdem,"Milliseid vingeid sündmuseid Sina sel suvel külastada plaanid?

Riigikogu liige ja sotsiaaldemokraat Ivari Padar annab sotside kodulehel mahuka ülevaate sellest, millistel suvesündmustel teda näha võib ning milliseid ta kõigil külastada soovitab! 👍

👉Vaata meie kodulehelt! 👈 #sotsid"
sotsdem,"Sotsiaaldemokraat ja Riigikogu esimees Eiki Nestor külastas USA-d ning kohtus sealse esindajatekoja spiikri Paul Ryaniga. 

Kohtumise läbivaks teemaks oli meie regiooni julgeolek, millele pühendumuse märgina tõi Ryan esile oma hiljutist visiiti Eestisse, kinnitades taas, et USA seisab kindlalt NATO artikli 5 taga."
sotsdem,"Sihikindel töö ei jää märkamata! Sotside linnapeakandidaat Tallinnas Rainer Vakra on eeslastest pealinlaste seas populaarseim linnapeakandidaat!

Ja nüüd sama hooga edasi, Rainer ja Tallinna sotsiaaldemokraadid! #sotsid"
sotsdem,Alustasime üldkoguga! Soojendusdress on maas ning #sotsid on valmis!
sotsdem,#Sotside üldkogu juba sel pühapäeval!
sotsdem,"Ettevõtlus- ja infotehnoloogiaminister Urve Palo kinnitab, et Eesti majandus on jätkuvalt tõusuteel ning sihiks on endiselt meie majanduskeskkonna võimalikult suur areng!"
sotsdem,Sotside peasekretäri Kristen Kanariku sõnul on reitingutõusu peamiseks põhjuseks sotside usaldusväärsus ning kindel tegutsemine valitsuses.
sotsdem,"Hiiu vallavanem, sotsiaaldemokraat Reili Rand kinnitab, et lennuväli on hiidlastele elutähtsa teenuse osutaja ja selle kaasajastamine toob edenemise kogu Hiiumaale ning muidugi meie turismisektorile ja ettevõtlusele laiemalt! #sotsid"
sotsdem,"Tervise- ja tööminister Jevgeni Ossinovski arutas eile koos Euroopa Komisjoni voliniku Věra Jourovága võrdse kohtlemise ja soolise võrdõiguslikkuse edendamise vajalikkust Euroopas.

Jevgeni ajab õiget asja!"
